Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3290,125.2725,0.0000
6.5959,12.3057,7.8374
-135.6830,-3.8206,9.3200
-6.3406,-3.8320,0.0000
135.9400,-3.8466,11.6379
6.5822,-132.9390,0.0000
