Centre_X,Centre_Y,Diameter_Stdev
-6.3290,125.2725,0.6650
6.5959,12.3057,0.6530
-135.6830,-3.8206,0.6430
-6.3406,-3.8320,0.6720
135.9400,-3.8466,0.6670
6.5822,-132.9390,0.6650
