Centre_X,Centre_Y,LargestVoidPercent
-6.3290,125.2725,0.0000
6.5959,12.3057,0.6143
-135.6830,-3.8206,0.8686
-6.3406,-3.8320,0.0000
135.9400,-3.8466,1.3544
6.5822,-132.9390,0.0000
