Centre_X,Centre_Y,VoidNumberTotal
-6.3290,125.2725,0.0000
6.5959,12.3057,1.0000
-135.6830,-3.8206,1.0000
-6.3406,-3.8320,0.0000
135.9400,-3.8466,1.0000
6.5822,-132.9390,0.0000
