Centre_X,Centre_Y,LargestVoidArea
-6.3290,125.2725,0.0000
6.5959,12.3057,2.1119
-135.6830,-3.8206,3.3791
-6.3406,-3.8320,0.0000
135.9400,-3.8466,5.0686
6.5822,-132.9390,0.0000
