Centre_X,Centre_Y,Diameter_Max
-6.3290,125.2725,23.5129
6.5959,12.3057,23.3867
-135.6830,-3.8206,23.5129
-6.3406,-3.8320,23.6270
135.9400,-3.8466,22.6745
6.5822,-132.9390,22.8870
