Centre_X,Centre_Y,Diameter_Avg
-6.3290,125.2725,21.3500
6.5959,12.3057,21.3630
-135.6830,-3.8206,21.3560
-6.3406,-3.8320,21.4090
135.9400,-3.8466,20.6770
6.5822,-132.9390,20.7210
