Centre_X,Centre_Y,Diameter_Max
-2.2114,141.4740,79.4610
144.0295,5.0737,98.1157
-15.9622,5.1216,77.8242
-143.9550,-2.6346,78.8073
11.4603,-10.4708,77.7666
2.2814,-139.0360,78.4082
