Centre_X,Centre_Y,LargestVoidPercent
-2.2114,141.4740,0.0000
144.0295,5.0737,0.0000
-15.9622,5.1216,0.0000
-143.9550,-2.6346,0.0000
11.4603,-10.4708,0.0000
2.2814,-139.0360,0.0000
