Centre_X,Centre_Y,Roundness_Min
-6.3191,125.2395,86.2069
6.6067,12.2730,87.8690
-135.6725,-3.8560,87.8953
-6.3293,-3.8648,86.6596
135.9500,-3.8761,87.9331
6.5946,-132.9715,88.4311
