Centre_X,Centre_Y,Diameter_Min
-6.3191,125.2395,19.1424
6.6067,12.2730,18.8406
-135.6725,-3.8560,19.2088
-6.3293,-3.8648,19.2915
135.9500,-3.8761,18.7814
6.5946,-132.9715,18.9249
