Centre_X,Centre_Y,Diameter_Max
-6.3191,125.2395,23.0094
6.6067,12.2730,22.6186
-135.6725,-3.8560,22.5199
-6.3293,-3.8648,22.6608
135.9500,-3.8761,22.3567
6.5946,-132.9715,22.4916
