Centre_X,Centre_Y,Diameter_Avg
-6.3191,125.2395,20.5060
6.6067,12.2730,20.4090
-135.6725,-3.8560,20.4440
-6.3293,-3.8648,20.4880
135.9500,-3.8761,20.2680
6.5946,-132.9715,20.3420
