Centre_X,Centre_Y,LargestVoidPercent
-6.3191,125.2395,0.0000
6.6067,12.2730,0.0000
-135.6725,-3.8560,0.0000
-6.3293,-3.8648,0.0000
135.9500,-3.8761,0.0000
6.5946,-132.9715,0.0000
