Centre_X,Centre_Y,Diameter_Stdev
-6.3191,125.2395,0.7860
6.6067,12.2730,0.7530
-135.6725,-3.8560,0.7270
-6.3293,-3.8648,0.7480
135.9500,-3.8761,0.7490
6.5946,-132.9715,0.7670
