Centre_X,Centre_Y,Diameter_Min
-6.3141,125.2870,24.8625
6.6089,12.3202,25.1557
-135.6715,-3.8051,24.7610
-6.3284,-3.8170,24.7610
135.9515,-3.8321,24.8902
6.5925,-132.9245,24.8810
