Centre_X,Centre_Y,LargestVoidArea
-6.3141,125.2870,0.0000
6.6089,12.3202,0.0000
-135.6715,-3.8051,0.0000
-6.3284,-3.8170,0.0000
135.9515,-3.8321,0.0000
6.5925,-132.9245,0.0000
