Centre_X,Centre_Y,Diameter_Max
-6.3141,125.2870,25.7676
6.6089,12.3202,26.1471
-135.6715,-3.8051,25.7409
-6.3284,-3.8170,25.8031
135.9515,-3.8321,25.7231
6.5925,-132.9245,25.9801
