Centre_X,Centre_Y,Roundness_Min
-6.3141,125.2870,90.9392
6.6089,12.3202,91.3921
-135.6715,-3.8051,91.7685
-6.3284,-3.8170,93.0331
135.9515,-3.8321,91.5642
6.5925,-132.9245,92.3392
