Centre_X,Centre_Y,Diameter_Avg
-6.3141,125.2870,25.3140
6.6089,12.3202,25.5490
-135.6715,-3.8051,25.1970
-6.3284,-3.8170,25.2450
135.9515,-3.8321,25.2430
6.5925,-132.9245,25.3560
