Centre_X,Centre_Y,Diameter_Stdev
-6.3141,125.2870,0.1550
6.6089,12.3202,0.1450
-135.6715,-3.8051,0.1740
-6.3284,-3.8170,0.1870
135.9515,-3.8321,0.1660
6.5925,-132.9245,0.1910
