Centre_X,Centre_Y,LargestVoidArea
-6.3173,125.2440,0.0000
6.6070,12.2779,0.0000
-135.6715,-3.8505,0.0000
-6.3294,-3.8599,0.0000
135.9495,-3.8726,0.0000
6.5939,-132.9670,0.0000
