Centre_X,Centre_Y,Diameter_Min
-6.3173,125.2440,25.2900
6.6070,12.2779,24.9924
-135.6715,-3.8505,25.2396
-6.3294,-3.8599,25.2206
135.9495,-3.8726,25.0814
6.5939,-132.9670,25.4155
