Centre_X,Centre_Y,Diameter_Max
-6.3173,125.2440,26.2535
6.6070,12.2779,25.9670
-135.6715,-3.8505,26.0710
-6.3294,-3.8599,26.1806
135.9495,-3.8726,26.1441
6.5939,-132.9670,26.2292
