Centre_X,Centre_Y,Diameter_Avg
-6.3173,125.2440,25.6000
6.6070,12.2779,25.4520
-135.6715,-3.8505,25.4920
-6.3294,-3.8599,25.6970
135.9495,-3.8726,25.5120
6.5939,-132.9670,25.7600
