Centre_X,Centre_Y,Diameter_Stdev
-6.3173,125.2440,0.1310
6.6070,12.2779,0.1600
-135.6715,-3.8505,0.1190
-6.3294,-3.8599,0.1430
135.9495,-3.8726,0.1510
6.5939,-132.9670,0.1500
