Centre_X,Centre_Y,Roundness_Min
-6.3173,125.2440,90.7240
6.6070,12.2779,92.3539
-135.6715,-3.8505,90.5404
-6.3294,-3.8599,91.7208
135.9495,-3.8726,90.2403
6.5939,-132.9670,89.9033
