Centre_X,Centre_Y,LargestVoidPercent
-2.2070,141.4790,0.0000
144.0290,5.0738,0.0000
-15.9619,5.1267,0.0000
-143.9550,-2.6255,0.0000
11.4602,-10.4671,0.0000
2.2771,-139.0315,0.0000
