Centre_X,Centre_Y,Diameter_Avg
-6.3271,125.2795,25.2110
6.6001,12.3127,25.5260
-135.6785,-3.8162,25.3960
-6.3360,-3.8249,25.5130
135.9440,-3.8362,25.4690
6.5899,-132.9320,25.6220
