Centre_X,Centre_Y,Diameter_Min
-6.3271,125.2795,24.8775
6.6001,12.3127,24.9860
-135.6785,-3.8162,24.9286
-6.3360,-3.8249,24.9924
135.9440,-3.8362,25.0433
6.5899,-132.9320,25.0941
