Centre_X,Centre_Y,LargestVoidArea
-6.3271,125.2795,0.0000
6.6001,12.3127,3.7506
-135.6785,-3.8162,5.2508
-6.3360,-3.8249,0.0000
135.9440,-3.8362,1.2502
6.5899,-132.9320,0.0000
