Centre_X,Centre_Y,Diameter_Stdev
-6.3271,125.2795,0.1460
6.6001,12.3127,0.1450
-135.6785,-3.8162,0.1240
-6.3360,-3.8249,0.1400
135.9440,-3.8362,0.1300
6.5899,-132.9320,0.1480
