Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.1724,141.4525,0.0000
144.0670,5.0522,0.0000
-15.9237,5.0994,0.0000
-143.9170,-2.6561,0.0000
11.4989,-10.4926,0.0000
2.3196,-139.0580,0.0000
