Centre_X,Centre_Y,Roundness_Min
-2.1724,141.4525,95.9650
144.0670,5.0522,94.8940
-15.9237,5.0994,95.1825
-143.9170,-2.6561,95.0464
11.4989,-10.4926,95.2816
2.3196,-139.0580,94.6547
