Centre_X,Centre_Y,Diameter_Min
-2.1724,141.4525,83.4871
144.0670,5.0522,84.3865
-15.9237,5.0994,83.7264
-143.9170,-2.6561,85.3825
11.4989,-10.4926,83.3513
2.3196,-139.0580,83.9110
