Centre_X,Centre_Y,LargestVoidArea
-6.3147,125.2960,112.6450
6.6079,12.3295,67.2993
-135.6720,-3.7964,68.7388
-6.3282,-3.8080,45.7059
135.9495,-3.8228,71.2580
6.5912,-132.9155,64.7800
