Centre_X,Centre_Y,VoidNumberTotal
-6.3147,125.2960,1218.0000
6.6079,12.3295,991.0000
-135.6720,-3.7964,943.0000
-6.3282,-3.8080,623.0000
135.9495,-3.8228,1092.0000
6.5912,-132.9155,1026.0000
