Centre_X,Centre_Y,Diameter_Avg
-6.3147,125.2960,22.9440
6.6079,12.3295,22.8770
-135.6720,-3.7964,22.7930
-6.3282,-3.8080,22.4440
135.9495,-3.8228,22.0010
6.5912,-132.9155,22.7680
