Centre_X,Centre_Y,Diameter_Stdev
-6.3147,125.2960,0.9960
6.6079,12.3295,1.3340
-135.6720,-3.7964,1.2880
-6.3282,-3.8080,1.4050
135.9495,-3.8228,2.4350
6.5912,-132.9155,1.3080
