Centre_X,Centre_Y,Diameter_Min
-6.3147,125.2960,19.6541
6.6079,12.3295,19.0743
-135.6720,-3.7964,19.1463
-6.3282,-3.8080,19.3249
135.9495,-3.8228,10.3106
6.5912,-132.9155,19.3486
