Centre_X,Centre_Y,LargestVoidPercent
-6.3147,125.2960,28.4545
6.6079,12.3295,15.6064
-135.6720,-3.7964,15.9533
-6.3282,-3.8080,12.4506
135.9495,-3.8228,17.6313
6.5912,-132.9155,16.8737
