Centre_X,Centre_Y,Diameter_Max
-6.3147,125.2960,26.5989
6.6079,12.3295,35.3494
-135.6720,-3.7964,34.3101
-6.3282,-3.8080,35.9280
135.9495,-3.8228,25.4904
6.5912,-132.9155,33.3415
