Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3147,125.2960,53.3428
6.6079,12.3295,39.5049
-135.6720,-3.7964,39.9416
-6.3282,-3.8080,35.2854
135.9495,-3.8228,41.9897
6.5912,-132.9155,41.0776
