Centre_X,Centre_Y,Roundness_Min
-6.3315,125.2750,89.8759
6.5950,12.3092,90.7620
-135.6835,-3.8211,89.9595
-6.3414,-3.8284,90.9522
135.9380,-3.8389,90.8869
6.5834,-132.9350,90.9240
