Centre_X,Centre_Y,Diameter_Avg
-6.3315,125.2750,25.7370
6.5950,12.3092,25.8610
-135.6835,-3.8211,25.6880
-6.3414,-3.8284,25.8720
135.9380,-3.8389,25.8300
6.5834,-132.9350,25.9570
