Centre_X,Centre_Y,Diameter_Stdev
-6.3315,125.2750,0.1180
6.5950,12.3092,0.1180
-135.6835,-3.8211,0.1170
-6.3414,-3.8284,0.1260
135.9380,-3.8389,0.1100
6.5834,-132.9350,0.1280
