Centre_X,Centre_Y,Diameter_Min
-6.3315,125.2750,25.3742
6.5950,12.3092,25.5223
-135.6835,-3.8211,25.3621
-6.3414,-3.8284,25.5502
135.9380,-3.8389,25.5462
6.5834,-132.9350,25.6537
