Centre_X,Centre_Y,VoidNumberTotal
-6.3315,125.2750,0.0000
6.5950,12.3092,0.0000
-135.6835,-3.8211,0.0000
-6.3414,-3.8284,0.0000
135.9380,-3.8389,0.0000
6.5834,-132.9350,0.0000
