Test sample,DieID,ID,X position,Y position,Diameter (um),% Roundness,Area,% Overall Void,% Largest Void,Result
B3-2,60,286,-7.2230,126.3340,24.7170,92.0547,479.8240,0.0000,0.0000,Pass
B3-2,60,287,-7.1111,126.3350,24.7428,91.2839,480.8240,0.0000,0.0000,Pass
B3-2,60,293,-6.5764,126.2880,24.7620,95.4236,481.5740,0.0000,0.0000,Pass
B3-2,60,294,-6.5284,126.2880,24.7041,95.8460,479.3240,0.0000,0.0000,Pass
B3-2,60,295,-6.3165,126.2900,24.7170,95.9350,479.8240,0.0000,0.0000,Pass
B3-2,60,296,-6.2685,126.2900,24.7492,96.5320,481.0740,0.0000,0.0000,Pass
B3-2,60,337,-6.9475,126.2750,24.6783,94.0467,478.3230,0.0000,0.0000,Pass
B3-2,60,338,-6.7474,126.2750,24.5230,94.8200,472.3230,0.0000,0.0000,Pass
B3-2,60,339,-5.7488,126.2800,24.6331,95.4523,476.5730,0.0000,0.0000,Pass
B3-2,60,340,-5.5484,126.2810,24.8839,93.4141,486.3250,0.0000,0.0000,Pass
B3-2,60,367,-6.9471,126.1960,24.6590,94.9450,477.5730,0.0000,0.0000,Pass
B3-2,60,368,-6.7472,126.1970,24.6073,95.8725,475.5730,0.0000,0.0000,Pass
B3-2,60,369,-5.7485,126.2020,24.7106,94.0966,479.5740,0.0000,0.0000,Pass
B3-2,60,373,-5.5483,126.2020,24.8391,95.3179,484.5740,0.0000,0.0000,Pass
B3-2,60,380,-6.0589,126.1940,24.7428,95.6331,480.8240,0.0000,0.0000,Pass
B3-2,60,381,-6.0052,126.1940,24.8070,96.1599,483.3240,0.0000,0.0000,Pass
B3-2,60,434,-7.2223,126.1630,24.6654,94.6510,477.8230,0.0000,0.0000,Pass
B3-2,60,435,-7.1104,126.1630,24.6783,95.0107,478.3230,0.0000,0.0000,Pass
B3-2,60,441,-6.9469,126.1290,24.6008,96.5026,475.3230,0.0000,0.0000,Pass
B3-2,60,442,-5.7484,126.1340,24.4906,96.2125,471.0720,0.0000,0.0000,Pass
B3-2,60,468,-6.9466,126.0510,24.6138,96.0814,475.8230,0.0000,0.0000,Pass
B3-2,60,469,-5.7480,126.0560,24.6848,95.8370,478.5730,0.0000,0.0000,Pass
B3-2,60,497,-7.1096,126.0090,24.6073,95.4212,475.5730,0.0000,0.0000,Pass
B3-2,60,499,-7.2218,126.0090,24.5814,94.6370,474.5730,0.0000,0.0000,Pass
B3-2,60,500,-6.1204,126.0080,24.7299,98.0477,480.3240,0.0000,0.0000,Pass
B3-2,60,501,-6.0724,126.0080,24.7234,99.2779,480.0740,0.0000,0.0000,Pass
B3-2,60,502,-5.9903,126.0090,24.6848,97.7985,478.5730,0.0000,0.0000,Pass
B3-2,60,503,-5.9424,126.0090,24.6719,97.9682,478.0730,0.0000,0.0000,Pass
