BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
294,1,6.0384,13.7005,-0.0010,0.0009,3.0237,3.0237,13.8440,7.1805,1.9166
297,1,7.1892,13.7053,-0.0031,-0.0004,3.1966,3.1966,14.6772,8.0253,2.1542
340,1,7.0172,13.6927,0.0012,0.0004,5.7276,5.7276,26.1360,25.7655,6.8309
373,1,7.0179,13.6145,-0.0009,-0.0011,4.7526,4.7526,22.2681,17.7402,4.9587
497,1,5.4581,13.4211,0.0000,0.0019,2.0742,2.0742,9.6393,3.3791,0.9292
501,1,6.4938,13.4205,-0.0030,0.0037,2.0742,2.0742,8.8736,3.3791,0.7874
502,1,6.5771,13.4203,0.0004,0.0012,3.8106,3.8106,16.6240,11.4044,2.7636
504,1,7.6448,13.4253,-0.0011,0.0000,3.4397,3.4397,15.3475,9.2924,2.3555
505,1,7.6936,13.4253,0.0038,0.0044,3.4397,3.4397,15.5657,9.2925,2.4229
535,1,5.6208,13.3909,0.0024,0.0006,2.5404,2.5404,11.7715,5.0686,1.3857
549,1,7.1491,13.3778,-0.0013,0.0009,5.9577,5.9577,28.5626,27.8774,8.1582
550,1,7.5386,13.3790,0.0050,-0.0010,3.5927,3.5927,15.9533,10.1373,2.5451
575,1,6.6208,13.3456,-0.0023,0.0023,4.2128,4.2128,18.9187,13.9387,3.5792
593,1,6.8182,13.3187,-0.0069,0.0055,3.1113,3.1113,13.6859,7.6029,1.8730
593,2,6.8182,13.3187,0.0007,0.0023,6.0027,6.0027,26.4044,28.2999,6.9719
596,1,7.2554,13.3135,0.0004,-0.0006,3.4397,3.4397,15.4723,9.2925,2.3939
599,1,7.4328,13.3140,0.0085,-0.0032,2.9334,2.9334,13.7442,6.7582,1.8890
600,1,6.0569,13.3085,0.0023,-0.0010,3.1966,3.1966,13.7361,8.0254,1.8868
603,1,6.2351,13.3088,0.0010,0.0059,1.6398,1.6398,7.5421,2.1119,0.5688
605,1,6.6601,13.3071,0.0006,-0.0012,3.9492,3.9492,18.8058,12.2492,3.5366
656,1,5.9512,13.2951,-0.0017,0.0025,4.4001,4.4001,20.6406,15.2058,4.2603
657,1,6.3407,13.2961,0.0000,0.0027,3.4397,3.4397,15.7578,9.2925,2.4831
658,1,7.1491,13.2995,-0.0004,0.0014,5.2882,5.2882,25.2904,21.9639,6.3960
659,1,7.5398,13.3012,0.0024,-0.0026,3.6667,3.6667,17.0996,10.5596,2.9240
694,1,6.6218,13.2678,-0.0041,-0.0016,4.6381,4.6381,21.9661,16.8954,4.8251
700,1,5.6096,13.2477,-0.0023,0.0056,2.5404,2.5404,12.0386,5.0686,1.4493
701,1,6.8071,13.2530,-0.0027,0.0007,6.3085,6.3085,28.7223,31.2564,8.2497
704,1,6.1095,13.2431,0.0004,0.0010,3.0237,3.0237,14.4161,7.1805,2.0782
705,1,6.1828,13.2437,-0.0007,0.0022,1.6398,1.6398,7.6562,2.1119,0.5862
707,1,6.3415,13.2443,-0.0011,0.0005,4.4001,4.4001,20.3536,15.2058,4.1427
709,1,7.1495,13.2480,0.0013,0.0079,2.5404,2.5404,11.5151,5.0686,1.3260
710,1,7.2599,13.2480,-0.0014,0.0009,3.5170,3.5170,15.7093,9.7149,2.4678
711,1,7.3082,13.2485,-0.0001,0.0005,5.0808,5.0808,22.7429,20.2744,5.1724
713,1,7.4290,13.2491,0.0007,-0.0003,5.3890,5.3890,25.4457,22.8088,6.4748
715,1,7.7579,13.2496,0.0001,0.0002,5.7276,5.7276,24.6612,25.7654,6.0817
789,1,6.9929,13.2262,-0.0008,0.0029,2.3190,2.3190,10.3528,4.2238,1.0718
789,2,6.9929,13.2262,-0.0036,-0.0073,3.1113,3.1113,13.8898,7.6029,1.9293
835,1,6.2309,13.1655,-0.0035,0.0012,2.3191,2.3191,10.6359,4.2239,1.1312
836,1,7.2603,13.1707,0.0020,0.0033,2.0742,2.0742,9.7014,3.3791,0.9412
839,1,7.4293,13.1711,-0.0054,-0.0067,2.3190,2.3190,10.6000,4.2239,1.1236
841,1,7.7585,13.1726,-0.0025,0.0018,3.2796,3.2796,14.7442,8.4477,2.1739
848,1,5.9520,13.1645,-0.0010,0.0004,3.9492,3.9492,18.2365,12.2492,3.3257
849,1,6.0624,13.1644,0.0018,0.0015,3.1113,3.1113,14.2857,7.6029,2.0408
850,1,6.1103,13.1641,-0.0007,0.0012,2.0742,2.0742,9.8653,3.3791,0.9732
853,1,6.5217,13.1663,0.0011,0.0019,4.0831,4.0831,17.7675,13.0940,3.1568
926,1,6.6215,13.1454,-0.0017,0.0014,4.6957,4.6957,21.6095,17.3178,4.6697
926,2,6.6215,13.1454,-0.0014,-0.0037,2.5404,2.5404,11.6908,5.0686,1.3667
936,1,5.5361,13.1342,-0.0026,-0.0008,1.6398,1.6398,7.4911,2.1119,0.5612
936,2,5.5361,13.1342,0.0042,-0.0018,2.5404,2.5404,11.6052,5.0686,1.3468
939,1,6.5829,13.1061,0.0029,0.0041,3.5926,3.5926,15.6412,10.1372,2.4465
939,2,6.5829,13.1061,0.0001,-0.0004,3.2796,3.2796,14.2784,8.4476,2.0387
940,1,6.6610,13.1064,-0.0038,0.0073,3.0237,3.0237,12.7424,7.1805,1.6237
977,1,5.4968,13.0953,0.0008,0.0009,3.5926,3.5926,16.1690,10.1372,2.6144
980,1,6.6219,13.0671,-0.0013,0.0007,6.3085,6.3085,27.2575,31.2564,7.4297
1003,1,6.5221,13.0443,0.0007,-0.0001,5.1855,5.1855,21.5066,21.1192,4.6253
1004,1,7.1578,13.0474,-0.0056,-0.0010,2.7439,2.7439,12.4861,5.9134,1.5590
1005,1,7.3577,13.0476,0.0011,-0.0035,2.5404,2.5404,11.2154,5.0686,1.2579
1040,1,5.4098,13.0348,-0.0086,-0.0041,2.0742,2.0742,9.0956,3.3791,0.8273
1043,1,5.9614,13.0034,-0.0002,-0.0003,4.7526,4.7526,22.3209,17.7402,4.9822
1046,1,6.2833,13.0046,0.0002,0.0014,1.6398,1.6398,7.0117,2.1119,0.4916
1047,1,6.3613,13.0045,0.0055,0.0017,4.4608,4.4608,19.1970,15.6282,3.6852
1049,1,6.5611,13.0059,0.0002,-0.0015,3.5927,3.5927,14.9279,10.1373,2.2284
1051,1,7.1971,13.0086,-0.0030,-0.0004,2.0742,2.0742,9.7706,3.3791,0.9547
1052,1,7.3192,13.0095,-0.0024,0.0028,4.8089,4.8089,22.2831,18.1626,4.9654
1052,2,7.3192,13.0095,0.0029,-0.0054,1.6398,1.6398,7.5985,2.1119,0.5774
1054,1,7.5189,13.0098,0.0021,0.0014,5.2882,5.2882,24.8955,21.9640,6.1979
1055,1,7.5979,13.0107,-0.0062,0.0027,2.0742,2.0742,9.4703,3.3791,0.8969
1142,1,5.9227,12.9646,0.0001,0.0000,3.0237,3.0237,14.5320,7.1805,2.1118
1144,1,7.1575,12.9701,-0.0040,-0.0007,5.0276,5.0276,22.9544,19.8520,5.2690
1145,1,7.3581,12.9694,-0.0002,0.0025,3.6667,3.6667,17.6777,10.5597,3.1250
1145,2,7.3581,12.9694,0.0010,-0.0011,1.6398,1.6398,7.9057,2.1119,0.6250
1158,1,6.3223,12.9652,0.0004,0.0015,7.3701,7.3701,30.9410,42.6608,9.5735
1198,1,6.4224,12.9439,-0.0031,0.0011,5.1856,5.1856,21.0445,21.1193,4.4287
1199,1,6.6224,12.9450,0.0026,-0.0020,3.4397,3.4397,13.7420,9.2925,1.8884
1200,1,7.2571,12.9479,0.0045,0.0061,1.6398,1.6398,7.7429,2.1119,0.5995
1201,1,7.4583,12.9493,0.0008,-0.0024,2.8402,2.8402,12.8459,6.3358,1.6502
1202,1,7.6591,12.9493,0.0013,0.0008,6.0473,6.0473,28.1850,28.7222,7.9439
1233,1,5.7030,12.9309,-0.0012,-0.0019,5.3388,5.3388,24.0805,22.3865,5.7987
1241,1,5.4104,12.9189,0.0022,0.0001,5.1856,5.1856,23.9457,21.1193,5.7340
1247,1,7.2969,12.9091,0.0007,-0.0031,2.7439,2.7439,12.8262,5.9133,1.6451
1249,1,7.4975,12.9095,-0.0012,0.0038,3.2796,3.2796,15.5043,8.4476,2.4038
1250,1,7.6195,12.9103,0.0041,-0.0054,2.0742,2.0742,9.2155,3.3791,0.8493
1251,1,7.6977,12.9100,-0.0063,0.0031,3.1113,3.1113,14.2294,7.6030,2.0248
1260,1,6.0619,12.9045,-0.0007,0.0004,3.9492,3.9492,17.8910,12.2492,3.2009
1262,1,6.2622,12.9046,0.0014,-0.0002,5.9124,5.9124,25.3310,27.4551,6.4166
1265,1,6.5846,12.9062,0.0001,0.0020,3.2796,3.2796,13.6462,8.4476,1.8622
1266,1,6.6617,12.9066,0.0013,0.0065,1.6398,1.6398,6.5428,2.1119,0.4281
1337,1,7.0054,12.8785,-0.0023,0.0012,4.4608,4.4608,17.8596,15.6282,3.1897
1341,1,7.2583,12.8697,-0.0033,-0.0016,3.7394,3.7394,16.9217,10.9820,2.8634
1341,2,7.2583,12.8697,0.0041,-0.0017,3.2796,3.2796,14.8413,8.4477,2.2026
1346,1,6.6229,12.8678,0.0009,0.0003,4.5797,4.5797,18.9069,16.4730,3.5747
1347,1,7.6601,12.8714,-0.0018,0.0026,2.6441,2.6441,12.0791,5.4910,1.4590
1389,1,7.7595,12.8498,0.0019,0.0011,3.0237,3.0237,13.5202,7.1805,1.8280
1391,1,6.1233,12.8427,-0.0009,0.0011,2.0742,2.0742,8.6106,3.3791,0.7414
1393,1,6.5236,12.8439,0.0007,0.0007,7.4064,7.4064,29.5641,43.0832,8.7404
1394,1,7.5592,12.8484,0.0030,0.0027,4.4608,4.4608,20.5400,15.6282,4.2189
1436,1,5.4111,12.8086,-0.0006,0.0040,2.3191,2.3191,10.4371,4.2239,1.0893
1441,1,5.8837,12.8030,-0.0018,-0.0026,3.0237,3.0237,13.3073,7.1806,1.7708
1442,1,5.9616,12.8033,-0.0056,-0.0001,3.9492,3.9492,17.5458,12.2491,3.0786
1443,1,6.0843,12.8045,-0.0007,0.0003,5.3388,5.3388,23.1260,22.3863,5.3481
1447,1,6.4845,12.8055,0.0000,0.0077,2.7439,2.7439,11.0096,5.9133,1.2121
1447,2,6.4845,12.8055,0.0028,0.0016,2.9334,2.9334,11.7698,6.7582,1.3853
1449,1,7.1190,12.8089,-0.0005,0.0002,5.0808,5.0808,21.6718,20.2744,4.6967
