BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
287,1,134.8010,-2.4046,0.0018,-0.0033,4.0167,4.0167,18.6231,12.6715,3.4682
292,1,136.8410,-2.4427,-0.0032,-0.0001,3.9492,3.9492,18.0006,12.2491,3.2402
296,1,135.6420,-2.4492,-0.0031,0.0008,3.1966,3.1966,14.1870,8.0253,2.0127
298,1,136.5800,-2.4441,-0.0058,-0.0004,2.8402,2.8402,12.6728,6.3358,1.6060
374,1,137.0510,-2.5386,-0.0013,-0.0004,2.7439,2.7439,11.8738,5.9134,1.4099
381,1,135.9060,-2.5445,-0.0024,0.0027,2.5404,2.5404,11.1862,5.0686,1.2513
435,1,134.8010,-2.5754,-0.0030,0.0021,2.0742,2.0742,9.5023,3.3791,0.9029
469,1,136.1620,-2.6814,-0.0015,0.0010,3.1966,3.1966,14.2247,8.0253,2.0234
502,1,135.9200,-2.7300,-0.0012,0.0004,4.9738,4.9738,20.9607,19.4297,4.3935
502,2,135.9200,-2.7300,0.0045,-0.0015,2.7439,2.7439,11.5635,5.9134,1.3371
503,1,135.9680,-2.7297,-0.0008,0.0000,4.8645,4.8645,22.6455,18.5849,5.1282
547,1,135.2940,-2.7779,0.0023,-0.0023,2.7439,2.7439,12.2039,5.9134,1.4894
550,1,136.8830,-2.7706,-0.0020,-0.0008,4.4608,4.4608,19.1399,15.6282,3.6634
593,1,136.1620,-2.8313,-0.0001,-0.0003,5.0276,5.0276,22.1381,19.8522,4.9010
594,1,136.3630,-2.8310,-0.0023,-0.0013,3.5170,3.5170,15.2653,9.7149,2.3303
601,1,135.4480,-2.8415,0.0021,-0.0019,2.0742,2.0742,9.4650,3.3791,0.8959
603,1,135.5790,-2.8414,0.0016,0.0017,4.6957,4.6957,21.0306,17.3178,4.4229
604,1,135.9260,-2.8435,-0.0009,-0.0004,4.9738,4.9738,21.7992,19.4296,4.7521
605,1,136.0040,-2.8428,-0.0029,0.0033,3.0237,3.0237,13.3281,7.1805,1.7764
658,1,136.4930,-2.8497,0.0021,0.0047,4.2128,4.2128,18.8676,13.9387,3.5599
694,1,135.9650,-2.8821,0.0007,0.0000,3.5926,3.5926,16.3846,10.1372,2.6846
700,1,134.9530,-2.9029,0.0003,-0.0035,2.0742,2.0742,9.0030,3.3791,0.8105
701,1,136.1510,-2.8970,0.0032,0.0037,2.8402,2.8402,12.1806,6.3357,1.4837
708,1,135.8650,-2.9050,-0.0014,0.0045,3.8805,3.8805,16.9900,11.8268,2.8866
710,1,136.6030,-2.9019,-0.0009,-0.0014,4.6957,4.6957,20.1480,17.3178,4.0594
787,1,135.1390,-2.9285,-0.0036,-0.0008,3.4397,3.4397,15.2822,9.2925,2.3355
798,1,135.8270,-2.9440,-0.0010,-0.0014,2.0742,2.0742,8.9939,3.3791,0.8089
800,1,137.0640,-2.9385,0.0020,0.0011,2.7439,2.7439,12.2496,5.9134,1.5005
838,1,136.7260,-2.9790,-0.0003,0.0012,2.8402,2.8402,12.1746,6.3357,1.4822
840,1,136.8840,-2.9786,0.0046,0.0019,3.1113,3.1113,13.7074,7.6030,1.8789
840,2,136.8840,-2.9786,-0.0007,0.0014,3.1966,3.1966,14.0830,8.0254,1.9833
848,1,135.2960,-2.9860,0.0019,0.0003,4.5207,4.5207,20.3235,16.0507,4.1304
913,1,137.0020,-3.0002,-0.0016,-0.0002,6.0027,6.0027,28.3606,28.2998,8.0432
926,1,135.9650,-3.0044,-0.0014,0.0011,3.8805,3.8805,17.5605,11.8268,3.0837
939,1,135.9270,-3.0448,0.0019,0.0019,1.6398,1.6398,6.8519,2.1119,0.4695
980,1,135.9660,-3.0827,0.0020,0.0038,2.5404,2.5404,10.7990,5.0686,1.1662
980,2,135.9660,-3.0827,-0.0021,0.0016,4.8645,4.8645,20.6785,18.5850,4.2760
1000,1,135.2660,-3.1077,0.0013,-0.0016,4.6957,4.6957,20.6768,17.3178,4.2753
1003,1,135.8650,-3.1056,-0.0043,0.0011,3.3606,3.3606,13.4782,8.8701,1.8166
1004,1,136.5010,-3.1023,-0.0020,0.0002,4.2128,4.2128,18.4924,13.9387,3.4197
1006,1,136.9020,-3.1002,-0.0059,0.0000,4.0167,4.0167,17.6777,12.6716,3.1250
1042,1,135.2270,-3.1471,0.0016,0.0033,4.2128,4.2128,18.6970,13.9388,3.4958
1044,1,135.4270,-3.1470,-0.0004,0.0033,1.6398,1.6398,7.6029,2.1119,0.5780
1045,1,135.5050,-3.1462,0.0012,0.0019,2.5404,2.5404,10.8732,5.0686,1.1823
1047,1,135.7050,-3.1449,0.0022,0.0003,2.0742,2.0742,8.7833,3.3791,0.7715
