Centre_X,Centre_Y,Diameter_Min
-6.3228,125.2755,16.5273
6.6025,12.3091,18.5082
-135.6775,-3.8170,16.5946
-6.3341,-3.8281,18.8322
135.9460,-3.8427,18.6880
6.5888,-132.9350,18.4134
