Centre_X,Centre_Y,Diameter_Avg
-6.3228,125.2755,20.4000
6.6025,12.3091,20.5620
-135.6775,-3.8170,20.3300
-6.3341,-3.8281,20.6160
135.9460,-3.8427,20.6810
6.5888,-132.9350,20.2040
