Centre_X,Centre_Y,Diameter_Stdev
-6.3266,125.2180,0.6920
6.6023,12.2520,0.7050
-135.6750,-3.8802,0.6430
-6.3336,-3.8862,0.6940
135.9460,-3.8953,0.6900
6.5946,-132.9925,0.7050
