Centre_X,Centre_Y,LargestVoidArea
-6.3266,125.2180,0.0000
6.6023,12.2520,0.0000
-135.6750,-3.8802,0.0000
-6.3336,-3.8862,0.0000
135.9460,-3.8953,0.0000
6.5946,-132.9925,0.0000
