Centre_X,Centre_Y,Roundness_Min
-6.3266,125.2180,90.1373
6.6023,12.2520,90.1799
-135.6750,-3.8802,89.2854
-6.3336,-3.8862,88.8399
135.9460,-3.8953,89.7690
6.5946,-132.9925,88.8885
