Centre_X,Centre_Y,Diameter_Min
-2.1762,141.4400,83.2517
144.0660,5.0427,84.2611
-15.9250,5.0874,83.6091
-143.9180,-2.6706,84.9882
11.4977,-10.5038,83.2517
2.3208,-139.0695,83.8570
