Centre_X,Centre_Y,Diameter_Max
-2.1762,141.4400,87.7631
144.0660,5.0427,94.8606
-15.9250,5.0874,86.2840
-143.9180,-2.6706,87.7760
11.4977,-10.5038,86.1571
2.3208,-139.0695,86.4195
