Centre_X,Centre_Y,Diameter_Avg
-2.1762,141.4400,85.1210
144.0660,5.0427,86.5680
-15.9250,5.0874,84.9130
-143.9180,-2.6706,86.3220
11.4977,-10.5038,84.6670
2.3208,-139.0695,85.0640
