Centre_X,Centre_Y,Diameter_Stdev
-2.1762,141.4400,0.9450
144.0660,5.0427,2.0010
-15.9250,5.0874,0.4580
-143.9180,-2.6706,0.5300
11.4977,-10.5038,0.4880
2.3208,-139.0695,0.5120
