Centre_X,Centre_Y,Roundness_Min
-6.3345,125.2620,91.6325
6.5903,12.2960,91.8368
-135.6890,-3.8313,90.7892
-6.3470,-3.8413,91.7916
135.9330,-3.8544,92.2602
6.5760,-132.9485,92.4096
