Centre_X,Centre_Y,Diameter_Stdev
-6.3345,125.2620,0.1800
6.5903,12.2960,0.1820
-135.6890,-3.8313,0.1610
-6.3470,-3.8413,0.1870
135.9330,-3.8544,0.2310
6.5760,-132.9485,0.2410
