Centre_X,Centre_Y,Diameter_Avg
-6.3345,125.2620,25.2080
6.5903,12.2960,25.3380
-135.6890,-3.8313,25.1870
-6.3470,-3.8413,25.3440
135.9330,-3.8544,24.7970
6.5760,-132.9485,24.9420
