Centre_X,Centre_Y,Diameter_Max
-6.3345,125.2620,25.6671
6.5903,12.2960,25.8446
-135.6890,-3.8313,25.6462
-6.3470,-3.8413,25.8862
135.9330,-3.8544,25.5200
6.5760,-132.9485,25.6671
